"Id	Name"
"182	明石 (あかし)"
"183	大淀 (おおよど)"
"184	大鯨 (たいげい・りゅうほう)"
"185	龍鳳 (たいげい・りゅうほう)"
"186	時津風 (ときつかぜ)"
"187	明石改 (あかし)"
"188	利根改二 (とね)"
"189	筑摩改二 (ちくま)"
"318	龍鳳改 (たいげい・りゅうほう)"
"319	妙高改二 (みょうこう)"
"192	那智改二 (なち)"
"193	足柄改二 (あしがら)"
"194	羽黒改二 (はぐろ)"
"195	綾波改二 (あやなみ)"
"196	飛龍改二 (ひりゅう)"
"197	蒼龍改二 (そうりゅう)"
"198	霰改二 (あられ)"
"199	大潮改二 (おおしお)"
"200	阿武隈改二 (あぶくま)"
"404	雲龍 (うんりゅう)"
"331	天城 (あまぎ)"
"332	葛城 (かつらぎ)"
"326	初春改二 (はつはる)"
"405	春雨 (はるさめ)"
"406	雲龍改 (うんりゅう)"
"407	潮改二 (うしお)"
"408	隼鷹改二 (じゅんよう)"
"409	早霜 (はやしも)"
"410	清霜 (きよしも)"
"411	扶桑改二 (ふそう)"
"412	山城改二 (やましろ)"
"413	朝雲 (あさぐも)"
"414	山雲 (やまぐも)"
"415	野分 (のわき)"
"416	古鷹改二 (ふるたか)"
"417	加古改二 (かこ)"
"418	皐月改二 (さつき)"
"419	初霜改二 (はつしも)"
"420	叢雲改二 (むらくも)"
"421	秋月 (あきづき)"
"422	照月 (てるづき)"
"423	初月 (はつづき)"
"424	高波 (たかなみ)"
"425	朝霜 (あさしも)"
"426	吹雪改二 (ふぶき)"
"427	鳥海改二 (ちょうかい)"
"428	摩耶改二 (まや)"
"429	天城改 (あまぎ)"
"430	葛城改 (かつらぎ)"
"431	U-511 (ゆー511・ろ500)"
"432	Graf Zeppelin (グラーフ・ツェッペリン)"
"433	Saratoga (サラトガ)"
"434	睦月改二 (むつき)"
"435	如月改二 (きさらぎ)"
"436	呂500 (ゆー511・ろ500)"
"437	暁改二 (あかつき)"
"438	Saratoga改 (サラトガ)"
"439	Warspite (ウォースパイト)"
"440	Iowa (アイオワ)"
"441	Littorio (リットリオ・イタリア)"
"442	Roma (ローマ)"
"443	Libeccio (リベッチオ)"
"444	Aquila (アクィラ)"
"445	秋津洲 (あきつしま)"
"446	Italia (リットリオ・イタリア)"
"447	Roma改 (ローマ)"
"448	Zara (ザラ)"
"449	Pola (ポーラ)"
"450	秋津洲改 (あきつしま)"
"451	瑞穂 (みずほ)"
"452	沖波 (おきなみ)"
"453	風雲 (かざぐも)"
"454	嵐 (あらし)"
"455	萩風 (はぎかぜ)"
"456	親潮 (おやしお)"
"457	山風 (やまかぜ)"
"458	海風 (うみかぜ)"
"459	江風 (かわかぜ)"
"460	速吸 (はやすい)"
"461	翔鶴改二 (しょうかく)"
"462	瑞鶴改二 (ずいかく)"
"463	朝潮改二 (あさしお)"
"464	霞改二 (かすみ)"
"465	鹿島 (かしま)"
"466	翔鶴改二甲 (しょうかく)"
"467	瑞鶴改二甲 (ずいかく)"
"468	朝潮改二丁 (あさしお)"
"469	江風改二 (かわかぜ)"
"470	霞改二乙 (かすみ)"
"471	神風 (かみかぜ)"
"472	朝風 (あさかぜ)"
"473	春風 (はるかぜ)"
"474	松風 (まつかぜ)"
"475	旗風 (はたかぜ)"
"476	神風改 (かみかぜ)"
"477	天龍改二 (てんりゅう)"
"478	龍田改二 (たつた)"
"479	天霧 (あまぎり)"
"480	狭霧 (さぎり)"
"481	水無月 (みなづき)"
"483	伊26 (い26)"
"484	浜波 (はまなみ)"
"485	藤波 (ふじなみ)"
"486	浦波 (うらなみ)"
"487	鬼怒改二 (きぬ)"
"488	由良改二 (ゆら)"
"489	満潮改二 (みちしお)"
"490	荒潮改二 (あらしお)"
"491	Commandant Teste (コマンダン・テスト)"
"492	Richelieu (リシュリュー)"
"493	伊400 (い400)"
"494	伊13 (い13)"
"495	伊14 (い14)"
"496	Zara due (ザラ)"
"497	白露改二 (しらつゆ)"
"498	村雨改二 (むらさめ)"
"499	神威改 (かもい)"
"500	神威改母 (かもい)"
"501	最上改二 (もがみ)"
"502	三隈改二 (みくま)"
"503	鈴谷改二 (すずや)"
"504	熊野改二 (くまの)"
"506	最上改二特 (もがみ)"
"507	三隈改二特 (みくま)"
"508	鈴谷航改二 (すずや)"
"509	熊野航改二 (くまの)"
"511	Гангут (ガングート)"
"512	Октябрьская революция (ガングート)"
"516	Ташкент (タシュケント)"
"514	Sheffield (シェフィールド)"
"515	Ark Royal (アークロイヤル)"
"513	Гангут два (ガングート)"
"517	占守 (しむしゅ)"
"518	国後 (くなしり)"
"519	Jervis (ジャーヴィス)"
"520	Janus (ジェーナス)"
"521	春日丸 (たいよう)"
"522	八幡丸 (うんよう)"
"534	神鷹 (しんよう)"
"535	Luigi Torelli (ルイージ・トレッリ)"
"526	大鷹 (たいよう)"
"527	岸波 (きしなみ)"
"528	早波 (はやなみ)"
"539	UIT-25 (ルイージ・トレッリ)"
"530	伊504 (ルイージ・トレッリ)"
"529	大鷹改二 (たいよう)"
"532	涼月 (すずつき)"
"533	冬月 (ふゆつき)"
"524	択捉 (えとろふ)"
"525	松輪 (まつわ)"
"536	神鷹改二 (しんよう)"
"537	涼月改 (すずつき)"
"538	冬月改 (ふゆつき)"
"531	佐渡 (さど)"
"540	対馬 (つしま)"
"541	長門改二 (ながと)"
"542	夕雲改二 (ゆうぐも)"
"543	長波改二 (ながなみ)"
"544	Gambier Bay (ガンビア・ベイ)"
"545	Saratoga Mk.II (サラトガ)"
"546	武蔵改二 (むさし)"
"547	多摩改二 (たま)"
"548	文月改二 (ふみづき)"
"549	Intrepid (イントレピッド)"
"550	Saratoga Mk.II Mod.2 (サラトガ)"
"551	日振 (ひぶり)"
"552	大東 (だいとう)"
"553	伊勢改二 (いせ)"
"554	日向改二 (ひゅうが)"
"555	瑞鳳改二 (ずいほう)"
"556	浦風丁改 (うらかぜ)"
"557	磯風乙改 (いそかぜ)"
"558	浜風乙改 (はまかぜ)"
"559	谷風丁改 (たにかぜ)"
"560	瑞鳳改二乙 (ずいほう)"
"561	Samuel B.Roberts (サミュエル・B・ロバーツ)"
"562	Johnston (ジョンストン)"
"563	巻雲改二 (まきぐも)"
"564	風雲改二 (かざぐも)"
"565	福江 (ふかえ)"
"566	陽炎改二 (かげろう)"
"567	不知火改二 (しらぬい)"
"568	黒潮改二 (くろしお)"
"569	沖波改二 (おきなみ)"
"570	平戸 (ひらと)"
"571	Nelson (ネルソン)"
"572	Rodney (ロドニー)"
"573	陸奥改二 (むつ)"
"574	Gotland (ゴトランド)"
"575	Maestrale (マエストラーレ)"
"576	Nelson改 (ネルソン)"
"577	Rodney改 (ロドニー)"
"578	朝霜改二 (あさしも)"
"579	Gotland改 (ゴトランド)"
"580	Maestrale改 (マエストラーレ)"
"581	日進 (にっしん)"
"582	夏雲 (なつぐも)"
"583	峯雲 (みねぐも)"
"584	八丈 (はちじょう)"
"585	石垣 (いしがき)"
"586	日進甲 (にっしん)"
"587	海風改二 (うみかぜ)"
"588	山風改二 (やまかぜ)"
"589	L.d.S.D.d.Abruzzi (アブルッツィ)"
"590	G.Garibaldi (ガリバルディ)"
"591	金剛改二丙 (こんごう)"
"592	比叡改二丙 (ひえい)"
"593	榛名改二乙 (はるな)"
"694	霧島改二丙 (きりしま)"
"595	Houston (ヒューストン)"
"596	Fletcher (フレッチャー)"
"597	Atlanta (アトランタ)"
"598	Honolulu (ホノルル)"
"604	De Ruyter (デ・ロイテル)"
"600	Houston改 (ヒューストン)"
"601	Colorado (コロラド)"
"602	South Dakota (サウスダコタ)"
"603	Hornet (ホーネット)"
"594	赤城改二 (あかぎ)"
"698	加賀改二 (かが)"
"1496	Colorado改 (コロラド)"
"697	South Dakota改 (サウスダコタ)"
"699	宗谷 (そうや)"
"599	赤城改二戊 (あかぎ)"
"610	加賀改二戊 (かが)"
"611	御蔵 (みくら)"
"612	屋代 (やしろ)"
"613	Perth (パース)"
"614	Grecale (グレカーレ)"
"615	Helena (ヘレナ)"
"616	御蔵改 (みくら)"
"617	屋代改 (やしろ)"
"618	Perth改 (パース)"
"619	Grecale改 (グレカーレ)"
"620	Helena改 (ヘレナ)"
"621	神州丸 (しんしゅうまる)"
"622	夕張改二 (ゆうばり)"
"623	夕張改二特 (ゆうばり)"
"624	夕張改二丁 (ゆうばり)"
"625	秋霜 (あきしも)"
"626	神州丸改 (しんしゅうまる)"
"627	敷波改二 (しきなみ)"
"628	Fletcher改 Mod.2 (フレッチャー)"
"629	Fletcher Mk.II (フレッチャー)"
"630	Gotland andra (ゴトランド)"
"631	薄雲 (うすぐも)"
"632	有明 (ありあけ)"
"633	夕暮 (ゆうぐれ)"
"634	迅鯨 (じんげい)"
"635	長鯨 (ちょうげい)"
"636	伊47 (い47)"
"637	第四号海防艦 (だいよんごう)"
"638	第三〇号海防艦 (だいさんじゅうごう)"
"639	迅鯨改 (じんげい)"
"640	長鯨改 (ちょうげい)"
"641	松 (まつ)"
"642	竹 (たけ)"
"643	梅 (うめ)"
"644	桃 (もも)"
"645	宗谷 (そうや)"
"646	加賀改二護 (かが)"
"647	浦波改二 (うらなみ)"
"648	秋雲改二 (あきぐも)"
"649	高波改二 (たかなみ)"
"650	宗谷 (そうや)"
"651	丹陽 (ゆきかぜ)"
"652	球磨改二 (くま)"
"653	Scirocco (シロッコ)"
"654	Washington (ワシントン)"
"655	Northampton (ノーザンプトン)"
"656	雪風改二 (ゆきかぜ)"
"657	球磨改二丁 (くま)"
"707	Gambier Bay Mk.II (ガンビア・ベイ)"
"659	Washington改 (ワシントン)"
"660	Northampton改 (ノーザンプトン)"
"662	能代改二 (のしろ)"
"663	矢矧改二 (やはぎ)"
"665	曙改二 (あけぼの)"
"666	磯波改二 (いそなみ)"
"667	山風改二丁 (やまかぜ)"
"668	矢矧改二乙 (やはぎ)"
"670	親潮改二 (おやしお)"
"671	巻波 (まきなみ)"
"674	玉波 (たまなみ)"
"675	涼波 (すずなみ)"
"877	Conte di Cavour (カブール)"
"878	Conte di Cavour改 (カブール)"
"879	Conte di Cavour nuovo (カブール)"
"881	伊201 (い201)"
"882	伊203 (い203)"
"883	龍鳳改二戊 (たいげい・りゅうほう)"
"884	雲鷹 (うんよう)"
"885	Victorious (ヴィクトリアス)"
"886	早潮 (はやしお)"
"887	伊203改 (い203)"
"888	龍鳳改二 (たいげい・りゅうほう)"
"889	雲鷹改二 (うんよう)"
"891	Salmon (サーモン)"
"892	Drum (ドラム)"
"299	Scamp (スキャンプ)"
"894	鳳翔改二 (ほうしょう)"
"895	昭南 (しょうなん)"
"897	Salmon改 (サーモン)"
"896	Brooklyn (ブルックリン)"
"898	第二十二号海防艦 (だいにじゅうにごう)"
"899	鳳翔改二戦 (ほうしょう)"
"900	山汐丸 (やましおまる)"
"901	Javelin (ジャヴェリン)"
"903	天霧改二 (あまぎり)"
"904	能美 (のうみ)"
"905	倉橋 (くらはし)"
"906	Javelin改 (ジャヴェリン)"
"908	天霧改二丁 (あまぎり)"
"909	能美改 (のうみ)"
"910	倉橋改 (くらはし)"
"911	大和改二 (やまと)"
"913	Maryland (メリーランド)"
"915	早潮改二 (はやしお)"
"916	大和改二重 (やまと)"
"918	Maryland改 (メリーランド)"
"920	Samuel B.Roberts Mk.II (サミュエル・B・ロバーツ)"
"921	鵜来 (うくる)"
"922	稲木 (いなぎ)"
"923	Tuscaloosa (タスカルーサ)"
"924	Nevada (ネヴァダ)"
"925	Langley (ラングレー)"
"926	鵜来改 (うくる)"
"927	Valiant (ヴァリアント)"
"928	Tuscaloosa改 (タスカルーサ)"
"929	Nevada改 (ネヴァダ)"
"930	Langley改 (ラングレー)"
"931	Ranger (レンジャー)"
"933	Massachusetts (マサチューセッツ)"
"934	C.Cappellini (コマンダンテ・カッペリーニ)"
"935	Jean Bart (ジャン・バール)"
"936	Nevada改 Mod.2 (ネヴァダ)"
"938	Massachusetts改 (マサチューセッツ)"
"939	UIT-24 (コマンダンテ・カッペリーニ)"
"940	伊503 (コマンダンテ・カッペリーニ)"
"941	Heywood L.E. (ヘイウッド)"
"942	Richard P.Leary (リチャード・P・リアリー)"
"943	熊野丸 (くまのまる)"
"944	平安丸 (へいあんまる)"
"945	第百一号輸送艦 (だいひゃくいちごう)"
"948	熊野丸改 (くまのまる)"
"949	平安丸改 (へいあんまる)"
"951	天津風改二 (あまつかぜ)"
"952	Phoenix (フェニックス)"
"953	朝日 (あさひ)"
"954	榛名改二丙 (はるな)"
"955	清霜改二 (きよしも)"
"956	早霜改二 (はやしも)"
"957	General Belgrano (フェニックス)"
"958	朝日改 (あさひ)"
"959	深雪改二 (みゆき)"
"960	清霜改二丁 (きよしも)"
"961	時雨改三 (しぐれ)"
"962	Mogador (モガドール)"
"963	秋月改二 (あきづき)"
"964	白雲 (しらくも)"
"965	Gloire (グロワール)"
"966	Lexington (レキシントン)"
"967	Mogador改 (モガドール)"
"968	初月改二 (はつづき)"
"969	Richelieu Deux (リシュリュー)"
"970	Gloire改 (グロワール)"
"971	伊36 (い36)"
"972	伊41 (い41)"
"973	Thonburi (トンブリ)"
"975	春雨改二 (はるさめ)"
"976	伊36改 (い36)"
"977	伊41改 (い41)"
"978	Thonburi改 (トンブリ)"
"979	稲木改二 (いなぎ)"
"981	藤波改二 (ふじなみ)"
"982	早波改二 (はやなみ)"
"983	浜波改二 (はまなみ)"
"984	Wahoo (ワフー)"
"985	Dace (デイス)"
"986	白雪改二 (しらゆき)"
"987	初雪改二 (はつゆき)"
"988	南海 (のさき)"
"989	Wahoo改 (ワフー)"
"990	Dace改 (デイス)"
"992	杉 (すぎ)"
"993	樫 (かし)"
"994	榧 (かや)"
"995	大泊 (おおとまり)"
"996	野埼 (のさき)"
"997	杉改 (すぎ)"
"998	Norge (ノルゲ)"
"999	Eidsvold (アイツヴォル)"
"1000	大泊改 (おおとまり)"
"1001	Киров (キーロフ)"
"1002	野埼改 (のさき)"
"1003	しまね丸 (しまねまる)"
"1005	Minneapolis (ミネアポリス)"
"1006	Киров改 (キーロフ)"
"1007	Leonardo da Vinci (デイス)"
"1008	しまね丸改 (しまねまる)"
"1010	Minneapolis改 (ミネアポリス)"
"1022	Glorious (グローリアス)"
"1025	Wasp (ワスプ)"
"1027	Glorious (グローリアス)"
"1030	Wasp改 (ワスプ)"
"1031	飛龍改三 (ひりゅう)"
"1033	玉波改二 (たまなみ)"
"1034	涼波改二 (すずなみ)"
"1035	吹雪改三 (ふぶき)"
"1040	吹雪改三護(六式) (ふぶき)"
"201	吹雪改 (ふぶき)"
"202	白雪改 (しらゆき)"
"203	初雪改 (はつゆき)"
"204	深雪改 (みゆき)"
"205	叢雲改 (むらくも)"
"206	磯波改 (いそなみ)"
"207	綾波改 (あやなみ)"
"208	敷波改 (しきなみ)"
"209	金剛改 (こんごう)"
"210	比叡改 (ひえい)"
"211	榛名改 (はるな)"
"212	霧島改 (きりしま)"
"213	天龍改 (てんりゅう)"
"214	龍田改 (たつた)"
"215	球磨改 (くま)"
"216	多摩改 (たま)"
"217	木曾改 (きそ)"
"218	長良改 (ながら)"
"219	五十鈴改 (いすず)"
"220	由良改 (ゆら)"
"221	名取改 (なとり)"
"222	川内改 (せんだい)"
"223	神通改 (じんつう)"
"224	那珂改 (なか)"
"225	陽炎改 (かげろう)"
"226	不知火改 (しらぬい)"
"227	黒潮改 (くろしお)"
"228	雪風改 (ゆきかぜ)"
"229	島風改 (しまかぜ)"
"230	朧改 (おぼろ)"
"231	曙改 (あけぼの)"
"232	漣改 (さざなみ)"
"233	潮改 (うしお)"
"234	暁改 (あかつき)"
"235	響改 (ひびき)"
"236	雷改 (いかづち)"
"237	電改 (いなづま)"
"238	初春改 (はつはる)"
"239	子日改 (ねのひ)"
"240	若葉改 (わかば)"
"241	初霜改 (はつしも)"
"242	白露改 (しらつゆ)"
"243	時雨改 (しぐれ)"
"244	村雨改 (むらさめ)"
"245	夕立改 (ゆうだち)"
"246	五月雨改 (さみだれ)"
"247	涼風改 (すずかぜ)"
"248	朝潮改 (あさしお)"
"249	大潮改 (おおしお)"
"250	満潮改 (みちしお)"
"251	荒潮改 (あらしお)"
"252	霰改 (あられ)"
"253	霞改 (かすみ)"
"254	睦月改 (むつき)"
"255	如月改 (きさらぎ)"
"256	皐月改 (さつき)"
"257	文月改 (ふみづき)"
"258	長月改 (ながつき)"
"259	菊月改 (きくづき)"
"260	三日月改 (みかづき)"
"261	望月改 (もちづき)"
"262	古鷹改 (ふるたか)"
"263	加古改 (かこ)"
"264	青葉改 (あおば)"
"265	妙高改 (みょうこう)"
"266	那智改 (なち)"
"267	足柄改 (あしがら)"
"268	羽黒改 (はぐろ)"
"269	高雄改 (たかお)"
"270	愛宕改 (あたご)"
"271	摩耶改 (まや)"
"272	鳥海改 (ちょうかい)"
"273	利根改 (とね)"
"274	筑摩改 (ちくま)"
"275	長門改 (ながと)"
"276	陸奥改 (むつ)"
"277	赤城改 (あかぎ)"
"278	加賀改 (かが)"
"279	蒼龍改 (そうりゅう)"
"280	飛龍改 (ひりゅう)"
"281	龍驤改 (りゅうじょう)"
"282	祥鳳改 (しょうほう)"
"283	飛鷹改 (ひよう)"
"284	隼鷹改 (じゅんよう)"
"285	鳳翔改 (ほうしょう)"
"286	扶桑改 (ふそう)"
"287	山城改 (やましろ)"
"288	翔鶴改 (しょうかく)"
"289	鬼怒改 (きぬ)"
"290	阿武隈改 (あぶくま)"
"291	千歳航改 (ちとせ)"
"292	千代田航改 (ちよだ)"
"293	夕張改 (ゆうばり)"
"294	舞風改 (まいかぜ)"
"295	衣笠改 (きぬがさ)"
"300	初風改 (はつかぜ)"
"301	秋雲改 (あきぐも)"
"302	夕雲改 (ゆうぐも)"
"303	巻雲改 (まきぐも)"
"304	長波改 (ながなみ)"
"305	阿賀野改 (あがの)"
"306	能代改 (のしろ)"
"307	矢矧改 (やはぎ)"
"308	弥生改 (やよい)"
"309	卯月改 (うづき)"
"310	Z1改 (レーベレヒト・マース)"
"311	Z3改 (マックス・シュルツ)"
"312	浜風改 (はまかぜ)"
"313	谷風改 (たにかぜ)"
"314	酒匂改 (さかわ)"
"316	天津風改 (あまつかぜ)"
"317	浦風改 (うらかぜ)"
"320	磯風改 (いそかぜ)"
"321	大淀改 (おおよど)"
"322	時津風改 (ときつかぜ)"
"323	春雨改 (はるさめ)"
"324	早霜改 (はやしも)"
"325	清霜改 (きよしも)"
"327	朝雲改 (あさぐも)"
"328	山雲改 (やまぐも)"
"329	野分改 (のわき)"
"330	秋月改 (あきづき)"
"343	香取改 (かとり)"
"344	朝霜改 (あさしも)"
"345	高波改 (たかなみ)"
"346	照月改 (てるづき)"
"347	Libeccio改 (リベッチオ)"
"348	瑞穂改 (みずほ)"
"349	風雲改 (かざぐも)"
"350	海風改 (うみかぜ)"
"351	江風改 (かわかぜ)"
"352	速吸改 (はやすい)"
"353	Graf Zeppelin改 (グラーフ・ツェッペリン)"
"354	嵐改 (あらし)"
"355	萩風改 (はぎかぜ)"
"356	鹿島改 (かしま)"
"357	初月改 (はつづき)"
"358	Zara改 (ザラ)"
"359	沖波改 (おきなみ)"
"360	Iowa改 (アイオワ)"
"361	Pola改 (ポーラ)"
"362	親潮改 (おやしお)"
"363	春風改 (はるかぜ)"
"364	Warspite改 (ウォースパイト)"
"365	Aquila改 (アクィラ)"
"366	水無月改 (みなづき)"
"367	伊26改 (い26)"
"368	浦波改 (うらなみ)"
"369	山風改 (やまかぜ)"
"370	朝風改 (あさかぜ)"
"371	松風改 (まつかぜ)"
"372	Commandant Teste改 (コマンダン・テスト)"
"373	藤波改 (ふじなみ)"
"374	伊13改 (い13)"
"375	伊14改 (い14)"
"376	占守改 (しむしゅ)"
"377	国後改 (くなしり)"
"378	八丈改 (はちじょう)"
"379	石垣改 (いしがき)"
"380	大鷹改 (たいよう)"
"381	神鷹改 (しんよう)"
"382	雲鷹改 (うんよう)"
"383	択捉改 (えとろふ)"
"384	松輪改 (まつわ)"
"385	佐渡改 (さど)"
"386	対馬改 (つしま)"
"387	旗風改 (はたかぜ)"
"390	天霧改 (あまぎり)"
"391	狭霧改 (さぎり)"
"392	Richelieu改 (リシュリュー)"
"393	Ark Royal改 (アークロイヤル)"
"394	Jervis改 (ジャーヴィス)"
"395	Ташкент改 (タシュケント)"
"396	Gambier Bay改 (ガンビア・ベイ)"
"397	Intrepid改 (イントレピッド)"
"678	日振改 (ひぶり)"
"679	大東改 (だいとう)"
"680	浜波改 (はまなみ)"
"681	Samuel B.Roberts改 (サミュエル・B・ロバーツ)"
"693	L.d.S.D.d.Abruzzi改 (アブルッツィ)"
"684	平戸改 (ひらと)"
"685	福江改 (ふかえ)"
"686	岸波改 (きしなみ)"
"687	峯雲改 (みねぐも)"
"688	早波改 (はやなみ)"
"689	Johnston改 (ジョンストン)"
"690	日進改 (にっしん)"
"691	G.Garibaldi改 (ガリバルディ)"
"692	Fletcher改 (フレッチャー)"
"893	Janus改 (ジェーナス)"
"609	De Ruyter改 (デ・ロイテル)"
"695	秋霜改 (あきしも)"
"696	Atlanta改 (アトランタ)"
"398	伊168改 (い168)"
"399	伊58改 (い58)"
"400	伊8改 (い8)"
"401	伊19改 (い19)"
"402	まるゆ改 (まるゆ)"
"403	伊401改 (い401)"
"334	U-511改 (ゆー511・ろ500)"
"605	Luigi Torelli改 (ルイージ・トレッリ)"
"606	伊400改 (い400)"
"607	伊47改 (い47)"
"700	薄雲改 (うすぐも)"
"701	第四号海防艦改 (だいよんごう)"
"702	松改 (まつ)"
"703	有明改 (ありあけ)"
"704	Hornet改 (ホーネット)"
"705	Sheffield改 (シェフィールド)"
"706	竹改 (たけ)"
"658	Scirocco改 (シロッコ)"
"708	桃改 (もも)"
"709	巻波改 (まきなみ)"
"710	涼波改 (すずなみ)"
"711	Honolulu改 (ホノルル)"
"712	第三〇号海防艦改 (だいさんじゅうごう)"
"713	Victorious改 (ヴィクトリアス)"
"714	昭南改 (しょうなん)"
"715	Scamp改 (スキャンプ)"
